poet,poet_slug,source_poet_label,attributed_century,within_poet_rank,source_record_id,book_title,poem_title,hemistich_1,hemistich_2,symbolism_score,imagery_score,figurative_score,music_score,compression_score,emotion_score,structure_score,novelty_score,overall_score,within_poet_percentile
منوچهری,manuchehri,منوچهری,5,6,62327,قصاید و قطعات,شماره ۳۵ - در مدح خواجه احمد عبدالصمد وزیر سلطان مسعود,لاله رازی شکفته پیش برگ یاسمن,چون دهان بسدین در گوش سیمین گفته راز,73.34,78.97,92.66,25.32,98.1,88.43,69.27,90.29,75.92,99.82104509663566
منوچهری,manuchehri,منوچهری,5,7,62095,قصاید و قطعات,شماره ۲۸ - در مدح سلطان مسعود غزنوی,نوروز ماه گفت: به جان و سر امیر,کز جان دی برآرم تا چند گه دمار,99.11,73.41,97.55,58.35,98.05,0,77.89,96.6,75.67,99.78525411596277
منوچهری,manuchehri,منوچهری,5,8,61751,قصاید و قطعات,شماره ۱۴,می بر کف من نه که طرب را سبب اینست,آرام من و مونس من روز و شب اینست,73.7,24.59,83.29,93.3,75.55,82.78,91.19,89.57,74.89,99.7494631352899
منوچهری,manuchehri,منوچهری,5,9,63615,مسمطات,در وصف خزان و مدح سلطان مسعود غزنوی,دل غالیه فامست و رخش چون گل زردست,گوییکه شب دوش می و غالیه خوردست,96.94,75.92,87.48,83.43,72.83,0,74.78,96.25,74.43,99.71367215461704
منوچهری,manuchehri,منوچهری,5,10,62139,قصاید و قطعات,شماره ۲۸ - در مدح سلطان مسعود غزنوی,تا گنج او خراب شد و خیل او اسیر,تا روز او سیاه شد و جان او فگار,97.08,69.44,97.55,53.84,87.4,0,85.21,98.27,73.56,99.67788117394416
ناصرخسرو,naser-khosrow,ناصرخسرو,5,1,58627,قصاید,قصیده شماره ۱۹۷,از کین بت‌پرستان در هند و چین و ماچین,پر درد گشت جانت رخ زرد و روی پر چین,95.73,98.33,79,81.81,89.78,92.95,79.64,60.99,86.69,100
ناصرخسرو,naser-khosrow,ناصرخسرو,5,2,51849,قصاید,قصیده شماره ۲۷,جانت شش ماه پر ز مهر خزان است,شش مه ازان پس پر از نشاط بهار است,99.94,70.78,87.48,88.65,97.7,43.79,97,38,80.34,99.99066728884742
ناصرخسرو,naser-khosrow,ناصرخسرو,5,3,54251,قصاید,قصیده شماره ۹۸,از لشکر زنگیس رخ روز مقیر,وز لشکر رومیش شب تیره مقمر,96.77,84.15,86.67,69.17,87.12,33.24,80.01,86.59,78.79,99.98133457769482
ناصرخسرو,naser-khosrow,ناصرخسرو,5,4,59914,قصاید,قصیده شماره ۲۳۶,روز با روزه و با ناله و تسبیحی,شب با مطرب و با باده ریحانی,93.18,75.92,86.67,53.27,85.32,85.93,39.16,97.12,78.45,99.97200186654223
ناصرخسرو,naser-khosrow,ناصرخسرو,5,5,57269,قصاید,قصیده شماره ۱۷۰,بربود شب و روز رنگ و بویم,برکند مه و سال پر و بالم,95.84,97.79,86.67,61.29,87.85,33.24,60.64,84.14,77.77,99.96266915538963
ناصرخسرو,naser-khosrow,ناصرخسرو,5,6,59888,قصاید,قصیده شماره ۲۳۶,گشته چون برگ خزانی ز غم غربت,آن رخ روشن چون لاله نعمانی,95.49,92.24,99.54,21.5,94.82,61.55,38.57,96.7,76.63,99.95333644423705
ناصرخسرو,naser-khosrow,ناصرخسرو,5,7,51331,قصاید,قصیده شماره ۱۲,مر آتش سوزان را مر باد سبک را,مر آب روان را و مر این خاک گران را,98.6,69.44,89.44,87.73,79.66,33.24,98.45,29.18,76.03,99.94400373308446
ناصرخسرو,naser-khosrow,ناصرخسرو,5,8,53684,قصاید,قصیده شماره ۷۶,تو را زهر است خاک و دشمنی داری به معده در,که گر خاکش دهی ور نی همی کارت به جان آرد,97.93,95.34,85.38,45.78,85.24,39.71,77.69,64.36,75.7,99.93467102193188
ناصرخسرو,naser-khosrow,ناصرخسرو,5,9,59998,قصاید,قصیده شماره ۲۳۸,جان تو چون بفگند این جوشنت,باز دهد جوشنت این روشنی,99.03,86.35,97.93,57.61,86.71,0,81.17,88.43,75.66,99.92533831077928
ناصرخسرو,naser-khosrow,ناصرخسرو,5,10,54950,قصاید,قصیده شماره ۱۱۱,چو نسرین بخندد شود چشم گل,به خون سرخ چون چشم اسفندیار,85.38,99.3,96.52,51.92,31.3,67.28,83.1,85.36,75.36,99.91600559962669
هجویری,hojviri,هجویری,5,1,87512,باب آدابهم فی التزویج و التجرید,کشف الحجاب العاشر فی بیان منطقهم و حدود الفاظهم و حقایق معانیهم,اللوامع: اظهار نور بر دل با بقای فواید آن.,الطوالع: طلوع انوار معارف بر دل.,74.55,24.59,14.81,38,72.83,0,51.08,90.29,44.3,100
هجویری,hojviri,هجویری,5,2,87385,باب فی ذکر ایمتهم من اهل البیت,۳- ابوالحسن علی بن الحسین بن علی بن ابی طالب، رضی الله عنهم,کفر و قربهم منجی و معتصم,ان عد اهل التقی کانوا ایمتهم,46.89,0,36.72,58.34,97.89,0,51.82,77.99,43.88,98.9795918367347
هجویری,hojviri,هجویری,5,3,87516,باب آدابهم فی التزویج و التجرید,کشف الحجاب العاشر فی بیان منطقهم و حدود الفاظهم و حقایق معانیهم,الوارد: حلول معانی به دل.,الانتباه: زوال غفلت از دل.,54.81,0,0,86.98,27.71,0,94.28,66.53,38.23,97.95918367346938
هجویری,hojviri,هجویری,5,4,87446,باب فی فرق فرقهم و مذاهبهم و آیاتهم و مقاماتهم و حکایاتهم,الکلام فی الغیبه و الحضور,تقشع غیم الهجر عن قمر الحب,واسفر نور الصبح عن ظلمه العنب,27.88,0,0,65.34,84.13,0,76.46,69.69,35.95,94.89795918367348
هجویری,hojviri,هجویری,5,5,87375,باب فی ذکر ایمتهم من اهل البیت,۳- ابوالحسن علی بن الحسین بن علی بن ابی طالب، رضی الله عنهم,و فضل امته دانت له الامم,ینشق نور الدجی عن نور طلعته,52.19,0,0,47.63,71,0,70.46,69.21,35.76,93.87755102040816
هجویری,hojviri,هجویری,5,6,87462,باب التوبه و ما یتعلق بها,باب التوبه و ما یتعلق بها,حیاتک ذنب لایقاس به ذنب,چون وجود دوستی اندر حضرت دوستی جنایت بود وصفش را چه قیمت بود؟,40.4,0,57.7,5.61,22.3,89.18,5.47,64.48,35.11,92.85714285714286
هجویری,hojviri,هجویری,5,7,87545,باب مراتبهم فی السماع,فصل,الی الذی جاد بالصنیع,آن درویش بانگی بکرد و بیفتاد چون بشدم ورا یافتم مرده.,13.81,50.14,57.7,5.33,83.32,0,5.2,77.99,34.98,91.83673469387756
هجویری,hojviri,هجویری,5,8,87489,باب المشاهدات,باب المشاهدات,فاغض طرفی اذ نظرت الیکا,دوست را خود از دیده دریغ دارند؛ که دیده بیگانه باشد.,44.45,71.9,0,9.57,53.82,0,5.55,61.07,31.19,88.77551020408163
هجویری,hojviri,هجویری,5,9,87547,باب مراتبهم فی السماع,فصل,غیر ان لم یعلموا عشقی لمن,ما فی الانسان شیء حسن,0,0,0,40.38,77.18,72.64,25.54,47.51,29.48,86.73469387755102
هجویری,hojviri,هجویری,5,10,87469,باب المحبه و ما یتعلق بها,باب المحبه و ما یتعلق بها,القلب یحسد عینی لذه النظر,و العین تحسد قلبی لذه الفکر,0,0,0,67.74,68.82,0,73.61,34.61,26.4,83.6734693877551
انوری,anvari,انوری,6,1,175203,رباعیات,رباعی شماره ۳۳۰,ای مفخر آنکه ماه کردی به دو نیم,معصومان را از آتش و آب چه بیم,94.63,73.41,97.29,76.08,99.25,90.27,57.51,96.18,86.62,100
انوری,anvari,انوری,6,2,157378,غزلیات,غزل شماره ۹۳,درد تو صدهزار جان ارزد,گرد تو نور دیدگان ارزد,95.27,87.42,79,94.85,88.56,77.4,94.7,64.74,86.4,99.99240871479542
انوری,anvari,انوری,6,3,157457,غزلیات,غزل شماره ۱۰۴,حسن تو بر ماه لشکر می‌کشد,عشق تو بر عقل خنجر می‌کشد,84.63,84.15,94.87,97.3,99.42,88.82,94.7,28.26,86.34,99.98481742959083
انوری,anvari,انوری,6,4,158862,غزلیات,غزل شماره ۳۱۴,دوستا گر دوستی گر دشمنی,جان شیرین و جهان روشنی,98.62,99.16,97.29,75.18,99.03,99.27,59.45,12.27,85.31,99.97722614438625
انوری,anvari,انوری,6,5,157634,غزلیات,غزل شماره ۱۲۸,دل به عشقش رخ به خون تر می‌کند,جان ز جورش خاک بر سر می‌کند,99.62,75.92,85.38,94.63,97.14,94.59,87.55,13.85,84.88,99.96963485918165
انوری,anvari,انوری,6,6,175164,رباعیات,رباعی شماره ۳۱۱,بفروختمت سزد به جان باز خرم,ارزان بفروختم گران باز خرم,96.53,24.59,79,99.39,93.95,91.67,96.37,97.34,83.56,99.96204357397708
انوری,anvari,انوری,6,7,157242,غزلیات,غزل شماره ۷۳,به بیل عشق تو دل گل ندارد,که راه عشق تو منزل ندارد,95.49,81.39,79,95.23,90.2,89.7,97.86,10.75,83.25,99.95445228877249
انوری,anvari,انوری,6,8,175112,رباعیات,رباعی شماره ۲۸۵,دردا که فرو شد لب شادی را غم,پر گشت و نگون گشت پیمانه غم,90.79,24.59,95.44,86.79,93.19,98.14,92.1,85.32,82.45,99.9468610035679
انوری,anvari,انوری,6,9,175150,رباعیات,رباعی شماره ۳۰۴,در کوی غمت هزار منزل دارم,وز دست تو پای صبر در گل دارم,95.03,78.97,79,90.38,95.44,82.3,84.99,28.14,82.25,99.93926971836332
انوری,anvari,انوری,6,10,158086,غزلیات,غزل شماره ۱۹۳,در دست غم یار دلارام بماندم,هشیارترین مرغم و در دام بماندم,93.58,24.59,79,98.63,92.9,96.67,92.6,84.22,82.05,99.92788279055644
باباافضل کاشانی,baba-afzal-kashani,باباافضل کاشانی,6,1,270249,رباعیات,رباعی شماره ۹۷,تاریک شد از هجر دل افروزم، روز,شب نیز شد از آه جهان سوزم، روز,85.77,75.92,98.91,92.94,99.83,92.13,89.08,15.11,84.3,100
باباافضل کاشانی,baba-afzal-kashani,باباافضل کاشانی,6,2,270298,رباعیات,رباعی شماره ۱۲۲,تا ظن نبری کز آن جهان می ترسم,وز مردن و از کندن جان می ترسم,98.51,24.59,85.38,98.7,88.12,85.46,94.7,99.72,83.33,99.79508196721312
باباافضل کاشانی,baba-afzal-kashani,باباافضل کاشانی,6,3,270163,رباعیات,رباعی شماره ۵۴,در عشق تو جان بوالهوس می میرد,چون شعله ز انبوهی خس می میرد,98.96,24.59,97.93,96.31,89.45,56.08,94.36,99.72,81.44,99.59016393442623
باباافضل کاشانی,baba-afzal-kashani,باباافضل کاشانی,6,4,270475,غزلیات,غزل شماره ۶,در آب و گل که آورد، آیین جان نهادن؟,بر دوش جان نازک، بار گران نهادن؟,99.11,73.41,85.38,96.12,96.69,0,92.26,89.4,79.66,99.38524590163934
باباافضل کاشانی,baba-afzal-kashani,باباافضل کاشانی,6,5,270105,رباعیات,رباعی شماره ۲۴,سرتاسر آفاق جهان از گل ماست,منزلگه نور قدس کلی، دل ماست,93.58,84.15,79,91.64,98.53,0,91.87,96.82,79.43,99.18032786885246
باباافضل کاشانی,baba-afzal-kashani,باباافضل کاشانی,6,6,270274,رباعیات,رباعی شماره ۱۱۰,زین تابش آفتاب و تاریکی میغ,زین بیهده زندگانی مرگ آمیغ,94.48,86.35,79,81.59,96.31,0,90.54,97.9,78.21,98.97540983606558
باباافضل کاشانی,baba-afzal-kashani,باباافضل کاشانی,6,7,270250,رباعیات,رباعی شماره ۹۷,شد روشنی از روز و سیاهی ز شبم,اکنون نه شبم شب است، نه روزم روز,83.21,90.11,95.84,76.99,82.56,33.24,95.97,38.38,76.43,98.77049180327869
باباافضل کاشانی,baba-afzal-kashani,باباافضل کاشانی,6,8,270299,رباعیات,رباعی شماره ۱۲۲,چون مرگ حق است، من چرا ترسم از او,چون نیک نزیستم از آن می ترسم,90.04,24.59,99.54,41.87,89.08,85.46,92.34,97.71,75.6,98.5655737704918
باباافضل کاشانی,baba-afzal-kashani,باباافضل کاشانی,6,9,270292,رباعیات,رباعی شماره ۱۱۹,من مهر تو در میان جان ننهادم,تا مهر تو بر سر زبان ننهادم,95.03,24.59,79,99.83,87.28,88.43,98.77,11.22,75.47,98.36065573770492
باباافضل کاشانی,baba-afzal-kashani,باباافضل کاشانی,6,10,270371,رباعیات,رباعی شماره ۱۵۹,ای آن که شب و روز خدا می طلبی,کوری گرش از خویش جدا می طلبی,95.13,24.59,86.67,96.91,85.12,33.24,88.13,87.32,74.51,98.15573770491804
خاقانی,khaghani,خاقانی,6,1,144027,غزلیات,غزل شماره ۲۴۰,سوزی ز ساز عشقت در دل چرا نگیرم,رمزی ز راز مهرت در جان چرا ندارم,98.51,96.91,85.38,73.16,98.05,97.77,77.9,64.77,88.41,100
خاقانی,khaghani,خاقانی,6,2,145115,غزلیات,غزل شماره ۳۶۹,ناز جنگ‌آمیز جانان برنتابد هر دلی,ساز وصل و سوز هجران برنتابد هر دلی,91.55,97.79,79,97.58,96.76,56.08,94.93,85.97,87.7,99.99422732783006
خاقانی,khaghani,خاقانی,6,3,152042,قصاید,شماره ۱۷۶ - در شکایت و عزلت و حبس و تخلص به نعت پیغمبر اکرم,صبح‌دم چون کله بندد آه دود آسای من,چون شفق در خون نشیند چشم شب پیمای من,89.81,70.78,97.93,87.34,75.78,93.61,77.43,98.89,86.45,99.9884546556601
خاقانی,khaghani,خاقانی,6,4,155526,ترکیبات,شماره ۱ - در وعظ و حسن تخلص به نعت پیغمبر اکرم و تخلص به مدح ناصر الدین ابراهیم,به راه عاشقی شرط است راه عقل نارفتن,چو درد عشق پیش آید به صد جان پیشوا رفتن,95.71,96.11,99.63,84.96,99.9,99.32,48.35,25.68,86.35,99.98268198349017
خاقانی,khaghani,خاقانی,6,5,148775,قصاید,شماره ۹۸ - این قصیده را در مرثیه فرزند خویش امیر رشید الدین سروده و آن را ترنم المصایب گویند,خبر مرگ جگر گوشه من گوش کنید,شد جگر چشمه خون چشم عبر بگشایید,95.03,97.79,95.44,71.65,99.18,56.08,76.72,90.18,86.17,99.9769093113202
خاقانی,khaghani,خاقانی,6,6,153563,قصاید,شماره ۲۱۹ - در مرثیه وحید الدین شروانی,پای در گل چون گل پای آب غم پذرفتمی,خاک بر سر ، بر سر خاک اشک خون پالودمی,99.9,88.42,98.42,83.45,85.72,96.26,78.45,25.09,85.94,99.97113663915026
خاقانی,khaghani,خاقانی,6,7,155067,ترجیعات,شماره ۵ - در مدح خاقان کبیر جلال الدین ابو المظفر شروان شاه,سر چو آه عاشقان برکرد صبح,عطر آتش زای برکرد صبح,82.95,86.35,95.44,98.18,56.55,97.38,95.39,69.49,85.79,99.96536396698032
خاقانی,khaghani,خاقانی,6,8,155080,ترجیعات,شماره ۵ - در مدح خاقان کبیر جلال الدین ابو المظفر شروان شاه,جام چون گل عطر جان آمیخته,لعل با زر در دهان آمیخته,99.39,98.59,97.93,97.79,92.9,0,93.42,91.09,85,99.95959129481037
خاقانی,khaghani,خاقانی,6,9,148417,قصاید,شماره ۹۰ - در ستایش اتابک منصور فرمانروای شماخی و ابوالمظفر شروان شاه,مرا صبح دم شاهد جان نماید,دم عاشق و بوی پاکان نماید,93.58,84.15,95.44,97.41,93.66,67.28,97.82,22.84,84.59,99.95381862264043
